,time,open,high,low,close,volume
120,2018-02-21,1064.55,1081.82,1063.73,1075.47,74172940
121,2018-02-22,1068.84,1078.48,1063.46,1064.28,85113240
122,2018-02-23,1073.56,1089.96,1068.75,1089.96,85270820
123,2018-02-26,1101.66,1113.01,1099.71,1099.71,97630000
124,2018-02-27,1108.87,1110.11,1094.17,1106.09,76580980
125,2018-02-28,1096.3,1113.59,1095.98,1108.23,102125870
126,2018-03-01,1106.03,1116.79,1098.51,1105.84,94020940
127,2018-03-02,1095.31,1109.51,1092.18,1106.92,73543190
128,2018-03-05,1113.71,1116.8,1080.83,1080.83,105069780
129,2018-03-06,1091.98,1103.31,1075.78,1103.31,74498780
130,2018-03-07,1102.85,1106.89,1084.53,1092.17,71108980
131,2018-03-08,1092.29,1109.29,1091.7,1105.03,48218080
132,2018-03-09,1107.83,1117.9,1102.07,1106.54,65730040
133,2018-03-12,1108.7,1116.38,1104.85,1106.97,73669840
134,2018-03-13,1106.88,1112.98,1098.58,1111.38,77315100
135,2018-03-14,1111.58,1121.74,1111.58,1115.0,84857310
136,2018-03-15,1114.89,1114.9,1105.26,1110.26,72267400
137,2018-03-16,1112.28,1118.36,1109.85,1112.93,108041750
138,2018-03-19,1117.13,1134.75,1117.13,1130.26,72805230
139,2018-03-20,1130.09,1139.23,1126.0,1134.19,69643210
140,2018-03-21,1134.79,1148.64,1134.79,1147.26,77056320
141,2018-03-22,1147.9,1159.37,1144.44,1144.58,71823070
142,2018-03-23,1144.18,1144.18,1113.7,1128.93,95733110
143,2018-03-26,1129.05,1151.32,1123.9,1146.73,69781490
144,2018-03-27,1146.86,1162.35,1146.86,1150.3,60425680
145,2018-03-28,1150.33,1158.75,1144.71,1151.09,41767000
146,2018-03-29,1151.65,1155.65,1141.65,1144.74,39960850
147,2018-03-30,1144.9,1154.59,1136.2,1153.08,49196940
148,2018-04-02,1153.11,1174.13,1153.11,1171.21,64577290
149,2018-04-03,1171.89,1173.18,1156.91,1160.97,73015130
150,2018-04-04,1161.24,1176.22,1161.24,1165.75,59705780
151,2018-04-05,1164.87,1175.64,1163.76,1169.12,49974420
152,2018-04-06,1170.42,1180.6,1170.11,1174.37,74390840
153,2018-04-09,1174.02,1181.58,1169.56,1177.68,79977840
154,2018-04-10,1177.85,1185.06,1161.71,1168.06,77682020
155,2018-04-11,1168.41,1172.44,1137.2,1137.2,87627260
156,2018-04-12,1136.76,1143.5,1121.47,1143.5,63713270
157,2018-04-13,1146.67,1153.95,1131.61,1134.21,64877280
158,2018-04-16,1133.0,1136.8,1122.26,1128.03,49041710
159,2018-04-17,1128.11,1136.17,1119.7,1130.32,47627900
160,2018-04-18,1131.56,1136.98,1115.18,1115.7,45880100
161,2018-04-19,1114.98,1115.0,1066.09,1066.09,75220680
162,2018-04-20,1066.33,1089.62,1047.71,1089.45,56317850
163,2018-04-23,1091.18,1098.58,1055.37,1055.37,67286800
164,2018-04-24,1055.24,1060.92,1027.74,1053.99,67319960
165,2018-04-26,1055.95,1057.2,1011.51,1018.97,78320450
166,2018-04-27,1018.06,1029.36,1007.39,1027.97,60636760
167,2018-05-02,1029.76,1033.2,1009.98,1012.84,57649930
168,2018-05-03,1011.83,1012.12,989.0,1010.35,74959430
169,2018-05-04,1012.44,1023.16,1006.99,1010.89,46195320
170,2018-05-07,1010.99,1048.03,1010.99,1048.03,52321070
171,2018-05-08,1048.53,1059.68,1042.59,1047.83,53713130
172,2018-05-09,1047.43,1058.09,1037.1,1046.39,41448830
173,2018-05-10,1046.9,1047.5,1009.79,1019.69,59664030
174,2018-05-11,1019.33,1031.77,1003.47,1030.79,55925890
175,2018-05-14,1031.18,1051.45,1029.92,1051.45,43654810
176,2018-05-15,1055.82,1067.61,1052.16,1055.49,47144640
177,2018-05-16,1055.31,1055.31,1031.33,1034.3,39849340
178,2018-05-17,1034.2,1035.45,1007.09,1007.09,42807500
179,2018-05-18,1007.05,1023.23,989.2,1022.21,46157080
180,2018-05-21,1023.28,1027.85,997.21,997.21,40480580
181,2018-05-22,996.19,996.19,947.7,958.95,64672780
182,2018-05-23,957.72,973.07,945.01,968.54,52816560
183,2018-05-24,968.93,974.17,951.17,960.55,43995840
184,2018-05-25,958.74,960.57,936.32,936.32,49219100
185,2018-05-28,932.0,932.0,894.31,898.0,73635380
186,2018-05-29,897.13,932.82,881.91,924.9,64474410
187,2018-05-30,924.47,925.18,902.0,918.64,53178740
188,2018-05-31,917.94,950.49,914.57,947.31,67378240
189,2018-06-01,949.13,970.81,948.69,969.15,68484770
190,2018-06-04,970.81,997.0,970.81,996.67,59532250
191,2018-06-05,996.55,1008.83,996.15,1007.32,65884640
192,2018-06-06,1007.51,1023.38,995.29,1022.72,60797020
193,2018-06-07,1023.95,1034.72,1020.77,1026.75,60335720
194,2018-06-08,1026.76,1028.42,1017.9,1025.87,46069920
195,2018-06-11,1025.71,1034.85,1016.22,1024.85,49970780
196,2018-06-12,1021.02,1021.02,989.53,1008.76,79033540
197,2018-06-13,1008.32,1019.32,1005.58,1018.59,34757120
198,2018-06-14,1018.07,1022.95,1004.31,1004.31,43470320
199,2018-06-15,1004.14,1005.71,994.38,1005.04,55843590
200,2018-06-18,1004.97,1006.58,970.35,970.35,51490330
201,2018-06-19,970.06,970.06,919.09,945.11,87420100
202,2018-06-20,945.3,966.86,936.83,966.86,39846540
203,2018-06-21,966.91,966.91,950.06,955.75,30312030
204,2018-06-22,954.7,974.42,945.59,973.05,39415100
205,2018-06-25,973.45,989.18,973.45,982.09,34365490
206,2018-06-26,981.97,981.97,959.29,973.9,24306300
207,2018-06-27,973.89,976.93,961.29,961.29,31801350
208,2018-06-28,962.93,967.28,943.12,947.03,47414270
209,2018-06-29,945.26,951.74,939.7,947.55,35643460
210,2018-07-02,945.94,945.94,917.8,930.12,54615820
211,2018-07-03,931.12,931.12,891.97,891.97,67908770
212,2018-07-04,892.01,901.64,880.37,900.89,44415900
213,2018-07-05,901.25,905.51,875.17,883.77,44755220
214,2018-07-06,880.17,910.14,870.34,905.62,58312610
215,2018-07-09,905.97,916.84,896.79,898.73,40288420
216,2018-07-10,898.09,906.25,897.96,897.96,33122720
217,2018-07-11,894.16,894.16,871.22,881.14,53412900
218,2018-07-12,877.68,893.15,870.53,883.87,33199790
219,2018-07-13,886.17,902.14,886.17,899.45,38297470
220,2018-07-16,901.68,910.82,897.03,904.18,36480810
221,2018-07-17,903.87,915.53,892.39,915.53,44273370
222,2018-07-18,915.69,935.42,915.23,935.42,54820940
223,2018-07-19,935.54,946.39,934.2,941.09,47892560
224,2018-07-20,939.27,941.41,926.5,926.5,56213210
225,2018-07-23,927.01,945.13,926.56,931.31,64550220
226,2018-07-24,931.2,932.83,916.19,923.53,52018870
227,2018-07-25,923.55,931.55,915.68,915.68,46045930
228,2018-07-26,915.7,921.33,907.6,921.33,45645350
229,2018-07-27,923.02,930.57,918.37,927.19,42561810
230,2018-07-30,927.36,940.25,927.36,939.6,49711210
231,2018-07-31,938.73,948.38,934.39,944.38,60275210
232,2018-08-01,944.31,947.08,935.63,939.31,46101770
233,2018-08-02,939.85,939.85,924.38,937.86,51675220
234,2018-08-03,938.51,949.93,938.51,941.12,43962570
235,2018-08-06,941.13,943.98,935.75,939.84,40724720
236,2018-08-07,939.81,941.63,933.77,936.92,41887000
237,2018-08-08,937.69,946.07,937.58,945.89,42894910
238,2018-08-09,945.78,954.38,942.83,943.91,60492130
239,2018-08-10,942.85,948.69,936.44,948.32,42915110
240,2018-08-13,946.75,960.02,941.95,960.02,82537140
241,2018-08-14,960.29,968.62,959.23,965.6,57362220
242,2018-08-15,965.61,969.8,947.78,947.82,62334260
243,2018-08-16,946.91,950.18,932.27,950.18,63716490
244,2018-08-17,951.68,959.39,949.23,949.23,45071520
245,2018-08-20,949.3,952.16,942.33,945.65,55600490
246,2018-08-21,946.55,955.27,944.88,955.27,47813300
247,2018-08-22,956.0,963.17,956.0,959.63,50597700
248,2018-08-23,960.09,963.91,957.98,960.94,42645800
249,2018-08-24,960.22,963.09,955.16,960.42,56892380
250,2018-08-27,960.43,969.97,960.43,966.55,64177160
251,2018-08-28,966.34,972.4,966.34,971.01,60469630
252,2018-08-29,971.12,972.32,964.0,964.99,44587960
253,2018-08-30,965.56,975.43,960.86,975.43,54009950
254,2018-08-31,975.48,979.11,969.23,969.23,59641300
255,2018-09-04,969.15,971.3,951.14,951.14,51817530
256,2018-09-05,951.09,953.37,938.53,941.0,53502870
257,2018-09-06,941.21,944.73,931.99,932.12,45113490
258,2018-09-07,932.1,945.59,931.19,945.59,46814260
259,2018-09-10,945.04,948.31,942.68,943.31,50012320
260,2018-09-11,943.67,959.09,940.78,958.91,47924060
261,2018-09-12,959.2,967.78,958.67,958.67,55984740
262,2018-09-13,958.63,963.72,955.64,957.17,48964120
263,2018-09-14,958.01,965.23,958.01,960.33,57050340
264,2018-09-17,958.78,960.94,951.38,953.79,43725890
265,2018-09-18,953.45,959.75,945.93,959.75,58886410
266,2018-09-19,960.01,969.34,960.01,962.7,66978840
267,2018-09-20,962.82,971.48,962.26,971.18,56330910
268,2018-09-21,971.12,978.77,968.73,974.43,117096540
269,2018-09-24,974.47,986.3,974.47,985.59,55248400
270,2018-09-25,985.57,988.23,980.44,985.11,53103760
271,2018-09-26,985.26,989.54,980.8,984.39,60311360
272,2018-09-27,985.28,992.1,984.15,989.45,51372600
273,2018-09-28,989.98,996.6,989.98,994.73,89440260
274,2018-10-01,994.76,1001.14,990.0,990.41,81255010
275,2018-10-02,990.26,992.77,984.54,987.88,66203650
276,2018-10-03,987.46,992.87,986.16,990.6,57100270
277,2018-10-04,990.49,993.78,989.06,993.61,74038630
278,2018-10-05,993.42,993.42,980.75,980.75,74563800
279,2018-10-08,979.27,979.27,968.61,970.28,71307590
280,2018-10-09,970.21,974.29,966.68,967.37,63817220
281,2018-10-10,967.58,970.51,961.7,966.27,63521280
282,2018-10-11,959.12,959.12,911.69,920.02,136876030
283,2018-10-12,918.83,943.73,908.74,943.49,78654890
284,2018-10-15,943.51,943.62,927.6,928.55,41833000
285,2018-10-16,928.46,939.41,926.96,939.41,42663640
286,2018-10-17,940.29,949.41,940.29,945.91,51482610
287,2018-10-18,945.92,945.92,936.22,937.54,45079700
288,2018-10-19,937.47,937.47,920.28,931.69,47143040
289,2018-10-22,931.66,938.02,922.75,922.75,41144780
290,2018-10-23,919.26,919.49,893.34,908.0,72791480
291,2018-10-24,905.91,909.4,896.5,896.5,48110900
292,2018-10-25,896.39,896.39,860.13,888.86,56983320
293,2018-10-26,890.71,897.48,881.06,881.06,45672420
294,2018-10-29,878.35,881.87,870.36,874.43,41645700
295,2018-10-30,872.69,881.83,868.29,874.06,37875270
296,2018-10-31,878.68,901.93,878.68,901.57,60484190
297,2018-11-01,900.11,901.17,885.58,887.72,39445040
298,2018-11-02,889.81,905.65,889.81,903.43,55629860
299,2018-11-05,903.24,904.83,894.88,904.83,33823220
300,2018-11-06,905.34,909.19,899.61,899.61,37075370
301,2018-11-07,900.47,903.15,892.79,899.25,45544000
302,2018-11-08,901.42,909.69,899.65,900.4,31118060
303,2018-11-09,900.14,900.14,885.65,885.65,38609740
304,2018-11-12,883.49,889.06,875.29,888.2,33821800
305,2018-11-13,884.98,884.98,873.87,873.87,39563470
306,2018-11-14,874.07,880.65,868.63,871.55,46154090
307,2018-11-15,871.22,874.87,859.86,864.98,42382820
308,2018-11-16,865.03,874.94,863.89,869.24,40658870
309,2018-11-19,869.7,888.76,869.7,888.76,39845470
310,2018-11-20,886.36,893.09,883.8,893.09,43543750
311,2018-11-21,888.54,897.1,880.83,897.1,38917250
312,2018-11-22,897.28,900.77,896.18,898.9,39224680
313,2018-11-23,898.05,899.37,889.78,890.62,37254570
314,2018-11-26,889.88,896.12,886.76,895.05,25039270
315,2018-11-27,895.07,903.78,893.96,895.3,32748380
316,2018-11-28,894.66,901.4,894.27,901.4,29503510
317,2018-11-29,901.48,910.48,897.58,897.58,40276100
318,2018-11-30,897.48,898.69,890.41,894.79,54625390
319,2018-12-03,896.5,921.72,896.5,921.72,63629050
320,2018-12-04,921.74,929.33,920.2,927.46,52507190
321,2018-12-05,927.39,928.9,915.9,925.68,61081880
322,2018-12-06,925.58,928.64,916.63,922.86,55213240
323,2018-12-07,923.9,933.29,923.9,929.59,51431880
324,2018-12-10,928.96,928.96,921.59,922.82,48776970
325,2018-12-11,922.58,925.43,915.68,922.34,43565480
326,2018-12-12,922.43,927.7,922.41,927.7,37560590
327,2018-12-13,928.21,935.33,927.92,928.9,46592070
328,2018-12-14,928.84,928.84,918.19,918.79,48405980
329,2018-12-17,914.97,914.97,901.33,901.41,47291390
330,2018-12-18,901.31,901.31,881.76,890.68,52306770
331,2018-12-19,890.78,891.69,877.63,882.79,52148460
332,2018-12-20,880.4,883.76,876.15,877.03,38045070
333,2018-12-21,877.02,877.02,866.09,873.09,45669710
334,2018-12-24,873.14,879.74,872.99,873.64,31104560
335,2018-12-25,873.56,873.56,850.33,865.69,51475970
336,2018-12-26,865.96,867.88,860.52,861.02,32704590
337,2018-12-27,861.53,872.73,861.53,865.45,35751060
338,2018-12-28,866.04,868.62,854.99,854.99,38254570
339,2019-01-02,855.01,864.64,852.79,855.66,34100240
340,2019-01-03,855.2,856.21,834.81,838.79,50053420
341,2019-01-04,836.6,842.05,821.83,840.17,37439840
342,2019-01-07,843.95,858.69,843.95,851.41,30671600
343,2019-01-08,851.2,852.92,841.86,845.43,27923540
344,2019-01-09,845.53,856.87,845.25,855.51,37200330
345,2019-01-10,855.39,859.93,852.96,857.95,32827000
346,2019-01-11,857.84,862.88,857.67,860.3,34662900
347,2019-01-14,860.4,860.4,854.71,859.42,32413030
348,2019-01-15,859.46,865.26,856.04,865.1,33588140
349,2019-01-16,865.0,868.41,861.18,864.29,33032340
350,2019-01-17,864.15,864.15,853.34,853.34,31743610
351,2019-01-18,854.58,859.95,853.5,854.79,28302650
352,2019-01-21,855.0,865.59,855.0,864.1,46174530
353,2019-01-22,864.45,865.92,859.09,859.17,36096510
354,2019-01-23,859.26,864.83,856.77,861.73,35615120
355,2019-01-24,861.63,866.49,861.04,865.52,35100380
356,2019-01-25,865.44,869.53,865.44,867.7,34851070
357,2019-01-28,867.6,871.56,865.9,868.76,24718870
358,2019-01-29,868.81,872.03,863.22,872.03,30044560
359,2019-01-30,872.01,872.01,867.92,869.16,33258320
360,2019-01-31,869.38,874.09,863.85,866.06,46946380
361,2019-02-01,866.01,868.15,859.38,859.81,41898560
362,2019-02-11,862.2,878.67,862.2,878.67,39935410
363,2019-02-12,878.69,890.16,878.68,888.33,62154530
364,2019-02-13,887.6,897.42,887.6,897.42,65644140
365,2019-02-14,897.88,904.11,897.3,900.12,50274750
366,2019-02-15,900.14,903.11,895.13,897.74,50970670
367,2019-02-18,899.75,904.93,899.74,904.93,51220040
368,2019-02-19,905.09,915.31,905.09,907.82,78092810
369,2019-02-20,907.31,913.51,906.64,911.8,53104240
370,2019-02-21,912.83,926.09,911.38,926.09,63245360
371,2019-02-22,926.3,934.65,920.78,929.5,74937950
372,2019-02-25,929.57,944.01,929.5,939.47,68474130
373,2019-02-26,939.56,941.45,922.93,929.51,58439700
374,2019-02-27,929.78,935.76,928.59,930.54,54958520
375,2019-02-28,930.37,930.81,904.98,904.98,71562220
376,2019-03-01,904.96,915.99,904.96,915.32,39636310
377,2019-03-04,915.39,929.28,915.39,928.42,51481790
378,2019-03-05,928.25,931.23,922.05,923.66,56228360
379,2019-03-06,923.71,926.32,916.89,923.58,36434210
380,2019-03-07,923.77,930.79,922.29,922.29,51391120
381,2019-03-08,922.16,922.16,913.39,914.74,41836570
382,2019-03-11,915.0,918.73,911.88,916.24,32014260
383,2019-03-12,919.21,929.86,919.21,929.86,59909910
384,2019-03-13,929.93,939.17,929.93,935.41,72240930
385,2019-03-14,935.72,937.82,931.33,934.42,51531570
386,2019-03-15,934.87,934.87,924.45,927.06,72931340
387,2019-03-18,927.16,935.16,926.85,932.75,61794930
388,2019-03-19,933.56,935.67,924.91,927.56,56478250
389,2019-03-20,927.54,927.54,914.77,924.12,59408870
390,2019-03-21,924.22,928.32,907.87,907.87,53919570
391,2019-03-22,907.94,914.69,906.64,912.27,46663850
392,2019-03-25,912.1,912.1,889.17,893.4,53507330
393,2019-03-26,893.78,901.81,892.47,894.58,38004810
394,2019-03-27,895.71,903.35,895.71,901.76,32702110
395,2019-03-28,901.51,903.88,898.17,901.65,31095800
396,2019-03-29,901.64,906.84,900.13,900.13,45013980
397,2019-04-01,900.17,905.94,900.17,905.87,40144870
398,2019-04-02,907.18,912.94,902.43,903.59,35223770
399,2019-04-03,902.71,903.05,897.47,901.5,34513830
400,2019-04-04,902.07,906.29,900.97,904.33,32078960
401,2019-04-05,904.61,905.76,902.77,904.69,30171520
402,2019-04-08,904.92,907.2,900.97,906.55,33275430
403,2019-04-09,906.46,908.94,898.8,900.07,42510820
404,2019-04-10,899.91,899.91,887.75,893.19,34637240
405,2019-04-11,893.6,896.68,892.62,896.04,24748350
406,2019-04-12,895.95,895.95,891.71,893.1,27813000
407,2019-04-16,890.81,890.81,877.38,887.76,36537920
408,2019-04-17,886.65,891.78,885.64,885.66,34638940
409,2019-04-18,884.29,887.48,876.2,877.02,39355710
410,2019-04-19,877.07,884.77,877.07,880.52,26150620
411,2019-04-22,880.9,880.9,873.55,878.23,34285820
412,2019-04-23,878.38,881.67,875.05,878.29,37895280
413,2019-04-24,877.97,889.02,877.97,888.65,35004620
414,2019-04-25,888.57,888.91,883.72,885.65,29184040
415,2019-04-26,885.47,890.69,882.58,890.55,34567810
416,2019-05-02,890.6,893.89,889.61,893.87,36439930
417,2019-05-03,893.8,895.7,889.2,895.42,47857200
418,2019-05-06,893.83,893.83,875.71,878.8,41223290
419,2019-05-07,880.06,885.23,876.18,877.02,36430910
420,2019-05-08,872.22,874.89,867.18,872.78,38545850
421,2019-05-09,872.71,875.89,868.73,871.5,39316830
422,2019-05-10,871.28,877.59,871.28,876.45,34857290
423,2019-05-13,876.16,879.64,874.68,879.64,37914590
424,2019-05-14,879.14,882.67,871.96,882.67,39065320
425,2019-05-15,882.99,893.68,882.99,893.22,46181060
426,2019-05-16,893.7,896.34,891.93,891.93,39252920
427,2019-05-17,892.93,893.44,888.56,890.53,40028260
428,2019-05-20,890.16,901.06,888.12,901.06,42542890
429,2019-05-21,901.79,907.64,900.97,901.36,43008810
430,2019-05-22,901.49,906.99,897.27,897.66,43386130
431,2019-05-23,897.5,899.02,892.08,895.07,30514000
432,2019-05-24,894.22,898.24,884.48,884.48,44872700
433,2019-05-27,884.29,889.45,883.95,889.2,29654840
434,2019-05-28,888.8,891.61,883.53,885.27,30927150
435,2019-05-29,886.12,886.98,882.0,883.52,33829930
436,2019-05-30,883.51,888.68,879.58,883.37,29873700
437,2019-05-31,883.39,884.75,875.77,876.29,34297640
438,2019-06-03,875.64,875.64,858.64,864.08,51473370
439,2019-06-04,864.27,868.67,857.94,864.35,32528920
440,2019-06-05,866.79,871.91,863.69,863.69,27109050
441,2019-06-06,863.81,865.16,851.47,861.31,38238280
442,2019-06-07,860.64,869.56,860.64,869.56,33454350
443,2019-06-10,869.68,877.45,866.79,872.49,44465190
444,2019-06-11,872.53,874.32,870.0,870.91,29455250
445,2019-06-12,870.48,871.64,865.42,865.42,32449060
446,2019-06-13,865.29,865.29,857.72,859.68,32318410
447,2019-06-14,859.53,864.29,859.08,861.65,34401390
448,2019-06-17,861.37,862.36,851.14,852.99,40074050
449,2019-06-18,852.62,853.95,845.4,848.17,42999880
450,2019-06-19,850.34,854.81,850.34,854.34,39852300
451,2019-06-20,854.9,867.91,853.96,864.59,53355700
452,2019-06-21,864.44,870.35,864.44,866.53,72303640
453,2019-06-24,866.63,873.33,866.63,868.94,40701190
454,2019-06-25,867.73,870.37,866.25,868.5,38482520
455,2019-06-26,868.16,870.52,865.67,866.81,41570560
456,2019-06-27,866.84,867.08,854.41,854.41,44966190
457,2019-06-28,854.49,864.24,847.77,864.24,43760910
458,2019-07-01,864.26,876.39,864.26,876.26,49225200
459,2019-07-02,876.27,877.08,870.71,872.92,38741880
460,2019-07-03,872.77,872.77,865.59,869.58,42594210
461,2019-07-04,870.03,879.72,870.03,879.72,49311640
462,2019-07-05,879.49,882.19,876.28,880.23,41267320
463,2019-07-08,878.96,878.96,867.35,870.92,44396550
464,2019-07-09,871.19,872.52,866.32,872.21,41064380
465,2019-07-10,872.2,878.32,872.2,876.12,41858640
466,2019-07-11,877.86,880.88,876.69,879.1,39213260
467,2019-07-12,880.06,883.15,874.56,874.99,46827980
